hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text,others
47935,1129,24h,I finally got to see a girl that I like after not being able to for several weeks.,I finally got to see a girl that I like after not being able to for several weeks.,True,1,NA,achievement,193,girl weeks,1
47982,1428,24h,My kids cleaned up the living room while I was in a meeting.,My kids cleaned up the living room while I was in a meeting.,True,1,NA,achievement,194,kids cleaned living meet,1
48113,1417,24h,"My dog was extremely energetic, running and slipping all over the wooden floors.","My dog was extremely energetic, running and slipping all over the wooden floors.",True,1,NA,affection,195,dog extremely energetic running slipping wooden floor,1
48353,348,24h,"AM WENT TO MY BROTHER HOUSE,AM SPEND MANY HOURS LOTS OF FUN VERY ENJOYABLE THAT EVENT IS  VERY HAPPY MOMENT IN MY LIFE","AM WENT TO MY BROTHER HOUSE,AM SPEND MANY HOURS LOTS OF FUN VERY ENJOYABLE THAT EVENT IS  VERY HAPPY MOMENT IN MY LIFE",True,1,NA,affection,196,brother houseam spend hours lots fun enjoyed event moment life,4
48392,417,24h,I was able to make a dent in some of my loans.,I was able to make a dent in some of my loans.,True,1,achievement,achievement,197,dent loan,0
48422,13359,24h,"Ordering a Mushroom Pizza from Quatros. Easily the best pizza place in Carbondale, IL","Ordering a Mushroom Pizza from Quatros. Easily the best pizza place in Carbondale, IL",True,2,NA,enjoy_the_moment,198,mushroom pizza quatros easily pizza carbondale il,0
48542,606,24h,I met my school friend long long ago,I met my school friend long long ago,True,1,NA,bonding,199,met school friend,2
48692,122,24h,Talked to my dad on phone for over an hour.,Talked to my dad on phone for over an hour.,True,1,NA,affection,200,talked dad phone hours,1
48952,333,24h,I watched a basketball game.,I watched a basketball game.,True,1,leisure,leisure,201,watched basketball game,0
49106,382,24h,"At 5pm, when I was able to leave work and go home, I was so happy.  I had a long day at the office so I was very happy to leave.","At 5pm, when I was able to leave work and go home, I was so happy.  I had a long day at the office so I was very happy to leave.",True,2,NA,enjoy_the_moment,202,pm leave home office leave,1
49242,252,24h,I found a full set of beautiful Fiestaware in a thrift shop.,I found a full set of beautiful Fiestaware in a thrift shop.,True,1,NA,enjoy_the_moment,203,found set beautiful fiestaware thrift shopping,1
49281,4415,24h,I found a dollar outside on the floor last night.,I found a dollar outside on the floor last night.,True,1,NA,enjoy_the_moment,204,found dollar floor night,0
49367,1788,24h,Someone was really kind and bought me ice cream today.,Someone was really kind and bought me ice cream today.,True,1,bonding,bonding,205,bought ice cream,0
49513,1037,24h,I was able to come home on time.,I was able to come home on time.,True,1,NA,achievement,206,home,1
49524,77,24h,"My favorite basketball team, the Warriors, clinched the #1 seed for the playoffs.","My favorite basketball team, the Warriors, clinched the #1 seed for the playoffs.",True,1,NA,achievement,207,favorite basketball team warriors clinched seed playoffs,0
49580,12467,24h,I was happy when I had 15+ minute conversations with two strangers; I have social phobia and tend to avoid doing so at all costs.,I was happy when I had 15+ minute conversations with two strangers; I have social phobia and tend to avoid doing so at all costs.,True,1,NA,achievement,208,minutes conversation stranger social phobia tend avoid costs,1
49632,114,24h,I was happy that I have a serious chance to win money in my recently completed challenge.,I was happy that I have a serious chance to win money in my recently completed challenge.,True,1,NA,achievement,209,chance win money recently complete challenge,0
49656,1396,24h,My grand father and grand mother today 60th marriage family members all are very happy and enjoyful,My grand father and grand mother today 60th marriage family members all are very happy and joyful,False,1,NA,affection,210,grand father grand mother marriage family joy,6
49807,7155,24h,"Hello,
I have been watching Mooji youtube channel where he says dont mingle with the mind for few mins. So i just let off my thoughts entirely but then the thought came up after few mins, but then i was just watching them and not getting involved with the thoughts. There was some happiness inside me which lasted for 1 hour and then the thoughts again started to push me to think about time and responsibilities. But during this one hour i was the most happiest for nothing.","Hello,
I have been watching Mooji youtube channel where he says dont mingle with the mind for few mins. So i just let off my thoughts entirely but then the thought came up after few mins, but then i was just watching them and not getting involved with the thoughts. There was some happiness inside me which lasted for 1 hour and then the thoughts again started to push me to think about time and responsibilities. But during this one hour i was the most happiest for nothing.",True,4,NA,enjoy_the_moment,211,watched mooji youtube channel dont mingle mind mins mins watched involved happiness inside lasted hours started push responsibilities hours,0
49936,688,24h,"I got to stay home and relax, which is really important as an introvert so I was very happy.","I got to stay home and relax, which is really important as an introvert so I was very happy.",True,1,NA,enjoy_the_moment,212,stay home relax introvert,1
50011,4846,24h,I was able to get a close parking spot to my apartment.,I was able to get a close parking spot to my apartment.,True,1,NA,achievement,213,close park spot apartment,2
50037,108,24h,I went to a baseball game.,I went to a baseball game.,True,1,NA,leisure,214,baseball game,0
50038,546,24h,I picked up another music gig.,I picked up another music gig.,True,1,NA,achievement,215,picked music gig,0
50117,17,24h,I booked a trip to Florida a couple hours ago.,I booked a trip to Florida a couple hours ago.,True,1,NA,leisure,216,booked trip florida couple hours,0
50210,102,24h,Today my birthday we all arranged grand party in mall we enjoying a lot here,Today my birthday we all arranged grand party in mall we enjoying a lot here,True,1,enjoy_the_moment,enjoy_the_moment,217,birthday arranged grand party mall enjoyed,2
50249,615,24h,The day with my parents,The day with my parents,True,1,NA,affection,218,parents,2
50393,152,24h,I cooked a favorite meal of mine,I cooked a favorite meal of mine,True,1,NA,leisure,219,cooked favorite meal mine,0
50514,10,24h,I played one of my favorite video games with a friend online.,I played one of my favorite video games with a friend online.,True,1,NA,bonding,220,playing favorite video game friend online,2
50582,450,24h,Received a phone call with good news about a work event.,Received a phone call with good news about a work event.,True,1,achievement,achievement,221,received phone called news event,0
50696,1594,24h,I ate supper.,I ate supper.,True,1,NA,enjoy_the_moment,222,ate supper,0
50712,1595,24h,I made plans with friends for the next evening.,I made plans with friends for the next evening.,True,1,bonding,bonding,223,planned friend evening,2
50962,1321,24h,I was able to purchase something I've been looking for for quite a while.,I was able to purchase something I've been looking for for quite a while.,True,1,NA,achievement,224,purchase ive,0
51035,3862,24h,after work there was a notice on my door that I was upgraded to a better internet speed free of charge.,after work there was a notice on my door that I was upgraded to a better internet speed free of charge.,True,1,NA,achievement,225,notice door upgraded internet speed free charge,0
51089,2461,24h,I got admission for internship in Psychiatry department of a reputed hospital after a long try.,I got admission for internship in Psychiatry department of a reputed hospital after a long try.,True,1,NA,achievement,226,admission internship psychiatry department reputed hospital,2
51244,10296,24h,At lunch I was able to go to the gym and was able to up the weights on all my lifts.,At lunch I was able to go to the gym and was able to up the weights on all my lifts.,True,1,NA,exercise,227,lunch gym weight lifted,0
51260,52,24h,Man afraiding with  his own underware.,Man afraiding with  his own underwear.,False,1,NA,achievement,228,afraiding underwear,0
51462,181,24h,That my wife had a good time at her work party.,That my wife had a good time at her work party.,True,1,NA,affection,229,wife party,2
51513,1037,24h,I was able to finish the TV series I have been wanting to watch.,I was able to finish the TV series I have been wanting to watch.,True,1,NA,leisure,230,finished tv series watched,0
51593,923,24h,"Making my son's and my favorite dinner, which had been slowly cooking all day, perfectly.","Making my son's and my favorite dinner, which had been slowly cooking all day, perfectly.",True,1,NA,affection,231,son favorite dinner slowly cooked perfectly,1
51671,945,24h,Walked the dog after dinner.,Walked the dog after dinner.,True,1,NA,affection,232,walk dog dinner,0
51709,248,24h,A three month work project that we do twice per year will be done today and I am very happy to get it off of my plate.,A three month work project that we do twice per year will be done today and I am very happy to get it off of my plate.,True,1,NA,achievement,233,project plate,0
51767,709,24h,I stepped on the scale and saw that I had lost 5 lbs.,I stepped on the scale and saw that I had lost 5 lbs.,True,1,NA,achievement,234,stepped scale lost lbs,0
51769,12013,24h,I was playing games online with some friends and it was a lot of fun,I was playing games online with some friends and it was a lot of fun,True,1,NA,bonding,235,playing game online friend fun,2
51873,1125,24h,I got a full nights rest without much interruption.,I got a full nights rest without much interruption.,True,1,NA,achievement,236,night rest interruption,0
51927,10861,24h,I completed the outline of a book that I plan to self publish which took me some time to complete but is the catalyst for my getting the content done quicker than if I opted out of the outline process.,I completed the outline of a book that I plan to self publish which took me some time to complete but is the catalyst for my getting the content done quicker than if I opted out of the outline process.,True,1,achievement,achievement,237,complete outline booked planned publish complete catalyst content quicker opted outline process,0
51967,11005,24h,My daughter was h,My daughter was h,True,1,NA,affection,238,daughter,1
52095,189,24h,Waking up without anxiety and being able to breathe deeply without anxiety made me happy.,Waking up without anxiety and being able to breathe deeply without anxiety made me happy.,True,1,NA,achievement,239,waking anxiety breathe deeply anxiety,2
52178,5172,24h,I looked at my paycheck and I got a sizeable amount of pay for working a holiday.,I looked at my paycheck and I got a sizeable amount of pay for working a holiday.,True,1,NA,achievement,240,looked paycheck sizeable amount pay holiday,1
52214,604,24h,"On my drive home from work today, I got the good news that my family has been preapproved for a loan to buy a house.","On my drive home from work today, I got the good news that my family has been preapproved for a loan to buy a house.",True,1,NA,achievement,241,drive home news family preapproved loan buy house,3
52260,1876,24h,My husband received a promotion at work.,My husband received a promotion at work.,True,1,NA,affection,242,husband received promotion,1
52315,40,24h,"Yesterday morning I went bank for activate my internet banking for my account, and enquire about my mom bank account also. I wrote the letter and filled the application form for activate internet banking, finally I finished all of formalities then asked about my mom bank account they replied your mom kept good balance so we have increased interest rate  for your mom account. Youare valuable customer to our bank, We will help you anytime, Thank you for being our customer. I was happy about this wishes and my mom. Yes my mom doesnat waste the money she likes to save the money always. So I will also follow the mom habits and save money.","Yesterday morning I went bank for activate my internet banking for my account, and enquire about my mom bank account also. I wrote the letter and filled the application form for activate internet banking, finally I finished all of formalities then asked about my mom bank account they replied your mom kept good balance so we have increased interest rate  for your mom account. Youare valuable customer to our bank, We will help you anytime, Thank you for being our customer. I was happy about this wishes and my mom. Yes my mom doesn't waste the money she likes to save the money always. So I will also follow the mom habits and save money.",False,6,NA,affection,243,morning bank activate internet bank account enquire mom bank account wrote letter filled application form activate internet bank finished formalities mom bank account replied mom balance increased rate mom account youare valuable customer bank anytime customer wished mom mom doesnt waste money likes save money follow mom habits save money,3
52329,802,24h,My friend asked job. One of my friend has stationary store. I went their and asked job for him. He gave job and admitted. I was happy,My friend asked job. One of my friend has stationary store. I went their and asked job for him. He gave job and admitted. I was happy,True,5,NA,bonding,244,friend job friend stationary store job job admitted,2
52387,9746,24h,"My mother in law and I, finally decided on a menu for Easter Sunday.","My mother in law and I, finally decided on a menu for Easter Sunday.",True,1,NA,affection,245,mother law decided menu easter sunday,2
52428,507,24h,This morning I got a call from my generous Father who said he is putting rs 4000 today into my bank account.,This morning I got a call from my generous Father who said he is putting rs 4000 today into my bank account.,True,1,NA,affection,246,morning called generous father putting rs bank account,1
52756,200,24h,I install kodi on my fire tv and watch some NBA games last night.,I install kodi on my fire tv and watch some NBA games last night.,True,1,NA,leisure,247,installed kodi fire tv watched nba game night,0
52815,1286,24h,My husband finished the installation of our new cooktop and it looks AMAZING!,My husband finished the installation of our new cooktop and it looks AMAZING!,True,1,affection,affection,248,husband finished installed cooktop amazing,2
52828,11451,24h,"This morning, I woke up next to my girlfriend which always brings a smile to my face.","This morning, I woke up next to my girlfriend which always brings a smile to my face.",True,1,NA,affection,249,morning woke girlfriend bring smile,4
52843,11775,24h,I picked up my kids from daycare.,I picked up my kids from daycare.,True,1,NA,affection,250,picked kids daycare,1
52845,1540,24h,I was able to find time to do a bunch of pushups.,I was able to find time to do a bunch of pushups.,True,1,NA,achievement,251,bunch pushups,0
52949,3661,24h,"I went to a guided meditation class, that made me happy.","I went to a guided meditation class, that made me happy.",True,1,NA,enjoy_the_moment,252,guided meditation class,1
53031,10,24h,I had pizza for dinner from pizza hut.,I had pizza for dinner from pizza hut.,True,1,NA,enjoy_the_moment,253,pizza dinner pizza hut,0
53058,52,24h,I sat on stone,I sat on stone,True,1,NA,leisure,254,sat stone,0
53173,776,24h,I was happy to hear my husband has a chance at a promotion.,I was happy to hear my husband has a chance at a promotion.,True,1,affection,affection,255,hear husband chance promotion,1
53185,2515,24h,I was happy that I had pizza for lunch.,I was happy that I had pizza for lunch.,True,1,NA,enjoy_the_moment,256,pizza lunch,0
53217,1431,24h,I got a new job!,I got a new job!,True,1,achievement,achievement,257,job,0
53267,11498,24h,I went to the ATM this morning to withdraw $40 and three twenty dollar bills came out of the machine.,I went to the ATM this morning to withdraw $40 and three twenty dollar bills came out of the machine.,True,1,NA,achievement,258,atm morning withdraw twenty dollar bill machine,1
53532,465,24h,"We planned to go to tour on summer vocation. My father should me a buying tickets. I was surprised.
","We planned to go to tour on summer vocation. My father should me a buying tickets. I was surprised.
",True,3,NA,affection,259,planned tour summer vocation father buy tickets surprise,1
53541,140,24h,Finally received some paychecks that I had pending for a few months now,Finally received some paychecks that I had pending for a few months now,True,1,NA,achievement,260,received paycheck pending,1
53628,339,24h,"Yesterday I got to see my friend Sahar, he lives in Jersey, but came down for his Jewish holiday.","Yesterday I got to see my friend Sahar, he lives in Jersey, but came down for his Jewish holiday.",True,1,NA,bonding,261,friend sahar living jersey jewish holiday,2
53809,1344,24h,I played a game and beat a difficult level I had been working on for a while.,I played a game and beat a difficult level I had been working on for a while.,True,1,NA,achievement,262,playing game beat difficult level,0
53835,940,24h,I ran into an old friend at a bar unexpectedly and caught up with him for about half an hour.,I ran into an old friend at a bar unexpectedly and caught up with him for about half an hour.,True,1,NA,bonding,263,ran friend bar unexpected caught half hours,3
54037,202,24h,I figured out an issue with my printer that has been baffling me for a while.,I figured out an issue with my printer that has been baffling me for a while.,True,1,NA,achievement,264,figured issue printer baffling,0
54061,695,24h,I got to watch an awesome baseball game last night now that the season is finally underway.,I got to watch an awesome baseball game last night now that the season is finally underway.,True,1,NA,leisure,265,watched awesome baseball game night season underway,1
54218,387,24h,My plan in an online roleplaying game worked pretty well for once.,My plan in an online roleplaying game worked pretty well for once.,True,1,NA,achievement,266,planned online roleplaying game pretty,0
54223,203,24h,Taking my dog to the park for a walk and playing Frisbee.,Taking my dog to the park for a walk and playing Frisbee.,True,1,NA,affection,267,taking dog park walk playing frisbee,3
54274,54,24h,I started a new savings scheme.,I started a new savings scheme.,True,1,NA,achievement,268,started save scheme,0
54291,312,24h,Watched my son excel at his 4th grade recorder concert tonight.,Watched my son excel at his 4th grade recorder concert tonight.,True,1,NA,affection,269,watched son excel grade record concert tonight,2
54317,288,24h,Attended a party with my friends,Attended a party with my friends,True,1,NA,bonding,270,attended party friend,3
54335,78,24h,I ran into my best friends at the grocery shop today. We had a nice chat and shared some cooking tips.,I ran into my best friends at the grocery shop today. We had a nice chat and shared some cooking tips.,True,2,NA,bonding,271,ran friend grocery shopping nice chat shared cooked tips,2
54499,341,24h,Baby has been born for my cousin and it made me happy,Baby has been born for my cousin and it made me happy,True,1,NA,affection,272,baby born cousin,2
54591,137,24h,I had a reasonable discussion with my roommate about politics.,I had a reasonable discussion with my roommate about politics.,True,1,NA,bonding,273,reason discussing roommate political,5
55103,1108,24h,A girl I knew was on the verge of crying and threw herself at me. I was happy that she found comfort by me.,A girl I knew was on the verge of crying and threw herself at me. I was happy that she found comfort by me.,True,2,NA,affection,274,girl verge crying threw found comfortable,1
55178,367,24h,I lifted my weights per my routine and did fifty push-ups in addition to my standard routine.,I lifted my weights per my routine and did fifty push-ups in addition to my standard routine.,True,1,NA,achievement,275,lifted weight routine fifty pushups addition standard routine,0
55196,12241,24h,I was told that i am getting a new job making more money.,I was told that i am getting a new job making more money.,True,1,achievement,achievement,276,told job money,0
55282,1837,24h,I went to the local comedy club and saw a good comedian perform.,I went to the local comedy club and saw a good comedian perform.,True,1,NA,leisure,277,local comedy club comedian perform,0
55834,1104,24h,It's sunny out today! I'm so ready for nice weather!!,It's sunny out today! I'm so ready for nice weather!!,True,3,NA,nature,278,sunny im ready nice weather,0
56171,1213,24h,My son is on Spring break! YEAH!,My son is on Spring break! YEAH!,True,2,NA,affection,279,son spring break yeah,1
56232,4745,24h,I made chicken curry for dinner.,I made chicken curry for dinner.,True,1,NA,achievement,280,chicken curry dinner,0
56308,70,24h,"My happiest moment in my life for my 28th birthday my daddy presented me a new smart phone surprisingly date day i was so exited....i can't forget date day in my life, date was my family first surprise given by my daddy..rest surprise given by my daddy..","My happiest moment in my life for my 28th birthday my daddy presented me a new smart phone surprisingly date day i was so exited....i can't forget date day in my life, date was my family first surprise given by my daddy..rest surprise given by my daddy..",True,1,affection,affection,281,moment life birthday daddy smart phone surprise date exitedi forget date life date family surprise daddyrest surprise daddy,8
56348,946,24h,Studied today after a long time,Studied today after a long time,True,1,achievement,achievement,282,studies,0
56382,4089,24h,"Using my instant pot to make a fast, easy, satisfying dinner my family will love makes me very happy.","Using my instant pot to make a fast, easy, satisfying dinner my family will love makes me very happy.",True,1,NA,affection,283,instant pot fast easy satisfying dinner family love makes,4
56697,2058,24h,A family friend stopped by my house to say hello and to drop off brownies.,A family friend stopped by my house to say hello and to drop off brownies.,True,1,NA,bonding,284,family friend stop house drop brownies,4
56708,699,24h,I went in a party with my wife and enjoyed a lot.,I went in a party with my wife and enjoyed a lot.,True,1,NA,affection,285,party wife enjoyed,2
56755,2114,24h,We all helped pick up our yard.,We all helped pick up our yard.,True,1,NA,achievement,286,helped picked yard,0
56817,1463,24h,My friend sent me a really funny youtube video link that we both laughed about.,My friend sent me a really funny youtube video link that we both laughed about.,True,1,NA,bonding,287,friend funny youtube video link laugh,2
56842,219,24h,I was happy that I was able to fix my dryer today.,I was happy that I was able to fix my dryer today.,True,1,NA,achievement,288,fix dryer,0
56985,458,24h,I made a decent amount of money.,I made a decent amount of money.,True,1,NA,achievement,289,decent amount money,0
57064,4247,24h,I won a couple prizes in a video game.,I won a couple prizes in a video game.,True,1,achievement,achievement,290,won couple prize video game,0
57189,80,24h,I realized that I'm making enough money to finance my hobbies and still be able to save!,I realized that I'm making enough money to finance my hobbies and still be able to save!,True,1,NA,achievement,291,realized im money finance hobbies save,0
57223,2143,24h,Talked with a stranger on my way to work.,Talked with a stranger on my way to work.,True,1,bonding,bonding,292,talked stranger,1
57224,3393,24h,My wife told me she loves me.,My wife told me she loves me.,True,1,affection,affection,293,wife told love,2
57264,266,24h,we have donated our old clothes  in our home to the poor.there clothes were tore and in very bad condition.seeing that we came home and packed all the clothes stuff and gave them.seeing the happiness in their eyes .i enjoyed the real happiness seeing them happy.,we have donated our old clothes  in our home to the poor.there clothes were tore and in very bad condition.seeing that we came home and packed all the clothes stuff and gave them.seeing the happiness in their eyes .i enjoyed the real happiness seeing them happy.,True,1,NA,enjoy_the_moment,294,donated clothes home poorthere clothes tore bad conditionseeing home pack clothes stuff themseeing happiness eyeing enjoyed real happiness,2
57476,8096,24h,My girlfriend and I had a nice discussion about the future.,My girlfriend and I had a nice discussion about the future.,True,1,NA,affection,295,girlfriend nice discussing future,4
57585,3444,24h,It was Friday 5pm about 22 hours ago which meant I got to kick off the weekend!,It was Friday 5pm about 22 hours ago which meant I got to kick off the weekend!,True,1,NA,achievement,296,friday pm hours meant kick weekend,0
57726,1771,24h,Got to sleep in a little this morning.,Got to sleep in a little this morning.,True,1,NA,enjoy_the_moment,297,sleep morning,0
57735,12809,24h,Playing with the dog outside while breakfast was being made.,Playing with the dog outside while breakfast was being made.,True,1,affection,affection,298,playing dog breakfast,0
57930,3192,24h,Showed me denim fabric rendering to a friend and they thought it actually looked like denim.,Showed me denim fabric rendering to a friend and they thought it actually looked like denim.,True,1,NA,bonding,299,denim fabric rendering friend looked denim,2
57961,512,24h,I worked on a few pages of a new short story I'm writing.,I worked on a few pages of a new short story I'm writing.,True,1,NA,achievement,300,pages short story im writing,1
58115,12,24h,An old childhood friend met me and we had a chat together.,An old childhood friend met me and we had a chat together.,True,1,NA,bonding,301,childhood friend met chat,5
58278,1879,24h,I finished doing my taxes.,I finished doing my taxes.,True,1,NA,achievement,302,finished tax,0
58345,4648,3m,An event that made me happy within the past three months was when I went camping with my friend for a weekend.  We took a bit of time off from work and went out to the local mountains so that we could relax in nature away from our everyday lives.,An event that made me happy within the past three months was when I went camping with my friend for a weekend.  We took a bit of time off from work and went out to the local mountains so that we could relax in nature away from our everyday lives.,True,2,NA,bonding,303,event camping friend weekend bit local mountains relax natural everyday living,2
58350,147,3m,I worked out and lifted weights this morning and it felt good.,I worked out and lifted weights this morning and it felt good.,True,1,exercise,exercise,304,lifted weight morning,0
58762,673,3m,I had a pretty productive day today.  I was able to get a lot done.,I had a pretty productive day today.  I was able to get a lot done.,True,2,achievement,achievement,305,pretty productive,0
59022,2495,3m,"My sister sent a text to my other siblings and me, that she was pregnant with her first son/daughter.","My sister sent a text to my other siblings and me, that she was pregnant with her first son/daughter.",True,1,NA,affection,306,sister text siblings pregnant sondaughter,6
59062,1201,3m,I presented my research at the biggest research conference at my university.,I presented my research at the biggest research conference at my university.,True,1,NA,achievement,307,research biggest research conference university,0
59070,8518,3m,"I was the happiest when I got a text back saying that the previous owner of the puppy that I wanted to adopt could no longer provide a suitable home for him and that I could rehome him for half the price I was originally going to have to pay him for. I ended up driving an hour once more to pick him up at Mt. Vernon, and I brought him home the very night. He was so fluffy and he slept the whole way we drove home.","I was the happiest when I got a text back saying that the previous owner of the puppy that I wanted to adopt could no longer provide a suitable home for him and that I could rehome him for half the price I was originally going to have to pay him for. I ended up driving an hour once more to pick him up at Mt. Vernon, and I brought him home the very night. He was so fluffy and he slept the whole way we drove home.",True,4,NA,affection,308,text previous owner puppy adopt provide suitable home rehome half price originally pay drive hours picked mt vernon brought home night fluffy slept drove home,4
59116,307,3m,"My dad presented me a new smart phone surprisingly on my birthday I was so excited. I can't forget that day in my life, that was my first surprise given by my dad.","My dad presented me a new smart phone surprisingly on my birthday I was so excited. I can't forget that day in my life, that was my first surprise given by my dad.",True,2,affection,affection,309,dad smart phone surprise birthday excited forget life surprise dad,3
59171,83,3m,I was happy that my favorite Italian team won the game today.,I was happy that my favorite Italian team won the game today.,True,1,NA,enjoy_the_moment,310,favorite italian team won game,0
59479,576,3m,"My daughter graduated from High School and started college. It was a lot of hard work, but I am so proud of her.","My daughter graduated from High School and started college. It was a lot of hard work, but I am so proud of her.",True,2,affection,achievement,311,daughter graduated school started college hard proud,1
59654,5258,3m,I became very happy when I first found out I was going to have an internship.,I became very happy when I first found out I was going to have an internship.,True,1,NA,achievement,312,found internship,0
59678,6100,3m,Getting the opportunity for employment training made me very very happy.,Getting the opportunity for employment training made me very very happy.,True,1,NA,achievement,313,opportunity employing training,0
59787,9794,3m,"I went on a hike, one I knew to be hard and was able to finish it without stopping.","I went on a hike, one I knew to be hard and was able to finish it without stopping.",True,1,achievement,achievement,314,hiking hard finished stop,2
59813,6510,3m,I passed my comprehensive exam in graduate school.,I passed my comprehensive exam in graduate school.,True,1,NA,achievement,315,passed comprehensive exam graduated school,2
59854,1182,3m,When I got accepted into law school.,When I got accepted into law school.,True,1,NA,achievement,316,accepted law school,0
60026,2268,3m,"In the last three months, I went to California and got to go to California to visit my friends when it was cold and miserable in my new town.","In the last three months, I went to California and got to go to California to visit my friends when it was cold and miserable in my new town.",True,1,NA,bonding,317,california california visit friend cold miserable town,2
60580,9343,3m,"Your body gets an intervention when you fast. Your mind and relationships could use one too. Unplug yourself from the matrix.
If you haven't caught on already, human beings are highly addictive creatures.We love our coffee, sugar, and internet. And these things are all great. But our lives can be far more enhanced by using these tools in wisdom.
The purpose of the internet fast is to reconnect to yourself and your loved ones. So, you probably shouldn't do it the same day you do your food fast. Because eating is one of the strongest ways to form bonds.
You'll be blown away by how much more connected you feel to your loved ones when you can give them your undivided attention. It may even feel","Your body gets an intervention when you fast. Your mind and relationships could use one too. Unplug yourself from the matrix.
If you haven't caught on already, human beings are highly addictive creatures.We love our coffee, sugar, and internet. And these things are all great. But our lives can be far more enhanced by using these tools in wisdom.
The purpose of the internet fast is to reconnect to yourself and your loved ones. So, you probably shouldn't do it the same day you do your food fast. Because eating is one of the strongest ways to form bonds.
You'll be blown away by how much more connected you feel to your loved ones when you can give them your undivided attention. It may even feel",True,11,NA,enjoy_the_moment,318,body intervention fast mind relationship unplug matrix havent caught human highly addictive creatureswe love coffee sugar internet living enhanced tools wisdom purpose internet fast reconnect love shouldnt food fast eat strongest form bonds youll blown connect feel love undivided attention feel,6
60801,3962,3m,Each and every time I heart my unborn baby's heartbeat. It's so cool to hear it and know she's still going strong in there!,Each and every time I heart my unborn baby's heartbeat. It's so cool to hear it and know she's still going strong in there!,True,2,NA,affection,319,heart unborn baby heartbeat cool hear shes strong,1
60932,1651,3m,My daughter got a good grade on a test and she was so proud of herself.,My daughter got a good grade on a test and she was so proud of herself.,True,1,NA,affection,320,daughter grade test proud,1
60960,3209,3m,"I am a Nanny for a 5 year old and 10 year old and it is getting close to the end of the year and school is getting gnarly and they have been acting up a bit.  Well, this week the 5 year old told me I am beautiful and I make his heart happy!","I am a Nanny for a 5 year old and 10 year old and it is getting close to the end of the year and school is getting gnarly and they have been acting up a bit.  Well, this week the 5 year old told me I am beautiful and I make his heart happy!",True,2,NA,affection,321,nanny close school gnarly act bit told beautiful heart,1
61253,13648,3m,"My childhood friend visited me. When she got married, she went to live in Florida with her husband and I don't have the money to travel all the way out there when I live in Oregon. It just felt really good to see her again because I've known her since we were kids and she knows me probably more than anybody. The familiarity felt really nice!","My childhood friend visited me. When she got married, she went to live in Florida with her husband and I don't have the money to travel all the way out there when I live in Oregon. It just felt really good to see her again because I've known her since we were kids and she knows me probably more than anybody. The familiarity felt really nice!",True,4,NA,affection,322,childhood friend visit married living florida husband dont money travel living oregon ive kids familiarity nice,8
61348,4666,3m,"Last week my son who is nine years old and is attending his 3rd elementary school due to all our moving was nominated student of the month. 
Always making the right choices, a great friend to others, and working hard!","Last week my son who is nine years old and is attending his 3rd elementary school due to all our moving was nominated student of the month. 
Always making the right choices, a great friend to others, and working hard!",True,2,NA,bonding,323,son attended elementary school due moved nominated student choices friend hard,4
61367,144,3m,15 days back me and my friends are went to the my friend marriage and we enjoyed a lot,15 days back me and my friends are went to the my friend marriage and we enjoyed a lot,True,1,NA,bonding,324,days friend friend marriage enjoyed,4
61614,12346,3m,When my wife actually said she was sorry after a rude comment. (she HARDLY EVER apologizes for anything!),When my wife actually said she was sorry after a rude comment. (she HARDLY EVER apologizes for anything!),True,2,NA,affection,325,wife rude comment apologizes,2
61639,714,3m,I had Easter dinner with my family.,I had Easter dinner with my family.,True,1,NA,affection,326,easter dinner family,2
61647,2401,3m,I just got hired for a new job and I'm very excited.,I just got hired for a new job and I'm very excited.,True,1,NA,achievement,327,hired job im excited,1
61783,4855,3m,I went with my fiancA(c)s parents to show them our wedding venue and to start planning the layout and details. We spent all morning together starting to think about ideas and then went out for brunch together. I was so happy thinking about the wedding and also just being able to spend time with them. They truly are my parents too.,I went with my fiancA(c)s parents to show them our wedding venue and to start planning the layout and details. We spent all morning together starting to think about ideas and then went out for brunch together. I was so happy thinking about the wedding and also just being able to spend time with them. They truly are my parents too.,True,4,NA,affection,328,fiancacs parents wedding venue started planned layout details spent morning started idea brunch thinking wedding spend parents,7
61807,4630,3m,Meeting the designer of first satellite Aryabhatta it was such a great pleasure to meet him,Meeting the designer of first satellite Aryabhatta it was such a great pleasure to meet him,True,1,NA,achievement,329,meet design satellite aryabhatta pleasure meet,0
61834,2151,3m,I went out to dinner with my daughter.,I went out to dinner with my daughter.,True,1,NA,affection,330,dinner daughter,1
62012,11566,3m,I turned Twenty-one years old!,I turned Twenty-one years old!,True,1,NA,achievement,331,twentyone,0
62190,467,3m,I've made enough money on MTurk to buy myself a few extras that I hadn't been able to get for a long while.,I've made enough money on MTurk to buy myself a few extras that I hadn't been able to get for a long while.,True,1,NA,achievement,332,ive money mturk buy extra hadnt,1
62377,602,3m,My husband gifted me fully automatic washing machine.,My husband gifted me fully automatic washing machine.,True,1,NA,affection,333,husband gift automatic washing machine,2
62397,140,3m,"Went for a trip to Paris, loved the city, it was so pleasant and people are really friendly","Went for a trip to Paris, loved the city, it was so pleasant and people are really friendly",True,1,NA,bonding,334,trip paris love city pleasant people friend,5
